overview,imdbId
an idyllic sci fi future has one major drawback   all citizens get a chance of being  renewed  in a civic ceremony  at their 30th birthday  unless you run and escape before your time ,0074812
a seven mile wide space rock is hurtling toward earth  threatening to obliterate the planet  now  it s up to the president of the united states to save the world  he appoints a tough as nails veteran astronaut to lead a joint american russian crew into space to destroy the comet before impact  meanwhile  an enterprising reporter uses her smarts to uncover the scoop of the century ,0120647
leon  the top hit man in new york  has earned a rep as an effective  cleaner   but when his next door neighbors are wiped out by a loose cannon dea agent  he becomes the unwilling custodian of 12 year old mathilda  before long  mathilda s thoughts turn to revenge  and she considers following in leon s footsteps ,0110413
holden and banky are comic book artists  everything is going good for them until they meet alyssa  also a comic book artist  holden falls for her  but his hopes are crushed when he finds out she s a lesbian ,0118842
during the final weeks of a presidential race  the president is accused of sexual misconduct  to distract the public until the election  the president s adviser hires a hollywood producer to help him stage a fake war ,0120885
rose morgan  barbara streisand   who still lives with her mother  lauren bacall   is a professor of romantic literature who desperately longs for passion in her life  gregory larkin  jeff bridges   a mathematics professor  has been burned by passionate relationships and longs for a sexless union based on friendship and respect ,0117057
ray kinsella is an iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond  he does  but the voice s directions don t stop    even after the spirits of deceased ballplayers turn up to play ,0097351
he fought his first battle on the scottish highlands in 1536  he will fight his greatest battle on the streets of new york city in 1986  his name is connor macleod  he is immortal ,0091203
gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal  and a small penguin   the penguin is planning a robbery and needs to use wallace and his mechanical remote controlled trousers to pull off the raid  however  gromit is wise to the penguin and comes to the rescue ,0108598
a chronicle of the original mercury astronauts in the formation of america s space program  alan shepherd  the first american in space; gus grissom  the benighted astronaut for whom nothing works out as planned; john glenn  the straight arrow  boy scout  of the bunch who was the first american to orbit the earth; and the remaining pilots  deke slayton  scott carpenter and wally schirra ,0086197
wallace and gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon  where  as everyone knows  there is ample cheese  the moon is inhabited by a mechanical caretaker  who is not too happy about the two visitors from earth that nibble on the moon ,0104361
capt  kirk and his crew must deal with mr  spock s half brother who kidnaps three diplomats and hijacks the enterprise in his obsessive search for god ,0098382
2000 years ago  three wise men enter a manger where a babe is wrapped in swaddling clothes  it is an infant named brian    and the three wise men are in the wrong manger  for the rest of his life  brian finds himself regarded as something of a messiah  yet he s always in the shadow of this 'other guy' from galilee  brian is witness to the sermon of the mount  but his seat is in such a bad location that he can t hear any of it  ultimately he is brought before pontius pilate and sentenced to crucifixion  which takes place at that crowded  non exclusive execution site a few blocks shy of calvary  rather than utter the last six words  brian leads his fellow crucifixees in a spirited rendition of a british music hall cheer up song  always look on the bright side of life  ,0079470
humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of hal 9000  the world s most advanced super computer ,0062622
u s  marshall john kruger erases the identities of people enrolled in the witness protection program  his current assignment is to protect lee cullen  who s uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups  when kruger discovers that there s a corrupt agent within the program  he must guard his own life while trying to protect lee s ,0116213
on july 2  a giant alien mothership enters orbit around earth and deploys several dozen saucer shaped  destroyer  spacecraft that quickly lay waste to major cities around the planet  on july 3  the united states conducts a coordinated counterattack that fails  on july 4 the a plan is devised to gain access to the interior of the alien mothership in space in order to plant a nuclear missile ,0116629
wallace falls in love with wool shop owner wendolene  not suspecting that she  or rather  her dog  is at the head of a fiendish sheep rustling plot  gromit is set up and jailed  but his new found sheepish friend is determine to give wallace a helping hand in finding out the real truth ,0112691
a sexy nightclub owner  barb wire moonlights as a mercenary in steel harbor  one of the last free zones in the now fascist united states  when scientist cora devonshire wanders into barb s establishment  she gets roped into a top secret government plot involving biological weapons  soon barb is reunited with her old flame axel hood  who is now cora s husband and a guerrilla fighter  resulting in plenty of tense action ,0115624
robert gould shaw leads the us civil war s first all black volunteer company  fighting prejudices of both his own union army and the confederates ,0097441
admiral kirk and his bridge crew risk their careers stealing the decommissioned enterprise to return to the restricted genesis planet to recover spock s body ,0088170
as the english and french soldiers battle for control of the american colonies in the 18th century  the settlers and native americans are forced to take sides  cora and her sister alice unwittingly walk into trouble but are reluctantly saved by hawkeye  an orphaned settler adopted by the last of the mohicans ,0104691
the coen brothers tell the story of a absurd yet likable family with an unproductive couple as the focal point  the couple has gotten themselves into some trouble while kidnapping a baby and give hollywood one of the most memorable chase scenes to date ,0093822
a catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them    be they teachers  rivals or meddlesome parents ,0115963
a mobster travels to hollywood to collect a debt and discovers that the movie business is much the same as his current job ,0113161
led by woody  andy s toys live happily in his room until andy s birthday brings buzz lightyear onto the scene  afraid of losing his place in andy s heart  woody plots against buzz  but when circumstances separate buzz and woody from their owner  the duo eventually learns to put aside their differences ,0114709
the mad and evil scientist  dr  clayton forrester  has created an evil little scheme that is bound to give him world global domination but first things first  he plans to torment mike nelson and the robots by sending them a real stinker of a film to watch called   this island earth   he is convinced that this movie will drive them insane  will this be the ultimate cheese that breaks the boys  spirits ,0117128
an interstellar teleportation device  found in egypt  leads to a planet with humans resembling ancient egyptians who worship the god ra ,0111282
a successful veterinarian and radio show host with low self esteem asks her model friend to impersonate her when a handsome man wants to see her ,0117979
party animal tommy callahan is a few cans short of a six pack  but when the family business starts tanking  it s up to tommy and number cruncher richard hayden to save the day ,0114694
two drag queens and a transsexual contract to perform a drag show at a resort in alice springs  a resort town in the remote australian desert  they head west from sydney aboard their lavender bus  priscilla  en route  it is discovered that the woman they ve contracted with is the wife of one of the drag queens  their bus breaks down  and is repaired by bob  who travels on with them ,0109045
world war ii vet paul sutton falls for a pregnant and unwed woman who persuades him    during their first encounter    to pose as her husband so she can face her family ,0114887
in the highlands of scotland in the 1700s  rob roy tries to lead his small town to a better future  by borrowing money from the local nobility to buy cattle to herd to market  when the money is stolen  rob is forced into a robin hood lifestyle to defend his family and honour ,0114287
a south african preacher goes to search for his wayward son who has committed a crime in the big city ,0112749
c s  lewis  a world renowned writer and professor  leads a passionless life until he meets spirited poet joy gresham,0108101
set in the year 1999 during the last days of the old millennium  the movie tells the story of lenny nero  an ex cop who now deals with data discs containing recorded memories and emotions  one day he receives a disc which contains the memories of a murderer killing a prostitute  lenny investigates and is pulled deeper and deeper in a whirl of blackmail  murder and rape  will he survive and solve the case ,0114558
harry potter has lived under the stairs at his aunt and uncle s house his whole life  but on his 11th birthday  he learns he s a powerful wizard    with a place waiting for him at the hogwarts school of witchcraft and wizardry  as he learns to harness his newfound powers with the help of the school s kindly headmaster  harry uncovers the truth about his parents  deaths    and about the villain who s to blame ,0241527
james sullivan and mike wazowski are monsters  they earn their living scaring children and are the best in the business    even though they re more afraid of the children than they are of them  when a child accidentally enters their world  james and mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world ,0198781
an assassin is shot at the altar by her ruthless employer  bill and other members of their assassination circle - but  the bride  lives to plot her vengeance  setting out for some payback  she makes a death list and hunts down those who wronged her  saving bill for last ,0266697
an aging thief hopes to retire and live off his ill gotten wealth when a young kid convinces him into doing one last heist ,0227445
a true story about frank abagnale jr  who  before his 19th birthday  successfully conned millions of dollars worth of checks as a pan am pilot  doctor  and legal prosecutor  an fbi agent makes it his mission to put him behind bars  but frank not only eludes capture  he revels in the pursuit ,0264464
an exploration of the united states of america s war on drugs from multiple perspectives  for the new head of the office of national drug control policy  the war becomes personal when he discovers his well educated daughter is abusing cocaine within their comfortable suburban home  in mexico  a flawed  but noble policeman agrees to testify against a powerful general in league with a cartel  and in san diego  a drug kingpin s sheltered trophy wife must learn her husband s ruthless business after he is arrested  endangering her luxurious lifestyle ,0181865
gus van sant tells the story of a young african american man named jamal who confronts his talents while living on the streets of the bronx  he accidentally runs into an old writer named forrester who discovers his passion for writing  with help from his new mentor jamal receives a scholarship to a private school ,0181536
the second film from british director guy ritchie  snatch tells an obscure story similar to his first fast paced crazy character colliding filled film "lock  stock and two smoking barrels " there are two overlapping stories here - one is the search for a stolen diamond  and the other about a boxing promoter who's having trouble with a psychotic gangster ,0208092
two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous  physically skilled  teenage nobleman s daughter  who is at a crossroads in her life ,0190332
after getting a green card in exchange for assassinating a cuban government official  tony montana stakes a claim on the drug trade in miami  viciously murdering anyone who stands in his way  tony eventually becomes the biggest drug lord in the state  controlling nearly all the cocaine that comes through miami  but increased pressure from the police  wars with colombian drug cartels and his own drug fueled paranoia serve to fuel the flames of his eventual downfall ,0086250
suffering short term memory loss after a head injury  leonard shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty  complex thriller that packs more knots than a hangman s noose  to carry out his plan  shelby snaps polaroids of people and places  jotting down contextual notes on the backs of photos to aid in his search and jog his memory  he even tattoos his own body in a desperate bid to remember ,0209144
young hobbit frodo baggins  after inheriting a mysterious ring from his uncle bilbo  must leave his home in order to keep it from falling into the hands of its evil creator  along the way  a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination  mt  doom  the only place where it can be destroyed ,0120737
at a tiny parisian cafe  the adorable yet painfully shy amelie  audrey tautou  accidentally discovers a gift for helping others  soon amelie is spending her days as a matchmaker  guardian angel  and all around do gooder  but when she bumps into a handsome stranger  will she find the courage to become the star of her very own love story ,0211915
charlie croker pulled off the crime of a lifetime  the one thing that he didn t plan on was being double crossed  along with a drop dead gorgeous safecracker  croker and his team take off to re steal the loot and end up in a pulse pounding  pedal to the metal chase that careens up  down  above and below the streets of los angeles ,0317740
former fbi agent will graham  who was once almost killed by the savage hannibal  the cannibal  lecter  now has no choice but to face him again  as it seems lecter is the only one who can help graham track down a new serial killer ,0289765
a story about friendship and loyalty  guilt and vengeance  and the fateful affect the past has on the present ,0327056
john anderton is a top  precrime  cop in the late 21st century  when technology can predict crimes before they re committed  but anderton becomes the quarry when another investigator targets him for a murder charge ,0181689
ten years after the invasion of naboo  the galaxy is on the brink of civil war  under the leadership of a renegade jedi named count dooku  thousands of solar systems threaten to break away from the galactic republic  when an assassination attempt is made on senator padme amidala  the former queen of naboo  twenty year old jedi apprentice anakin skywalker is assigned to protect her  in the course of his mission  anakin discovers his love for padme as well as his own darker side  soon  anakin  padme  and obi wan kenobi are drawn into the heart of the separatist movement and the beginning of the clone wars ,0121765
edmond dantes s life and plans to marry the beautiful mercedes are shattered when his best friend  fernand  deceives him  after spending 13 miserable years in prison  dantes escapes with the help of a fellow inmate and plots his revenge  cleverly insinuating himself into the french nobility ,0245844
something is rotten at the elsinore brewery  bob and doug mackenzie  as seen on sctv  help the orphan pam regain the brewery founded by her recently deceased father  but to do so  they must confront the suspicious brewmeister smith and two teams of vicious hockey players ,0086373
after leading his football team to 15 winning seasons  coach bill yoast is demoted and replaced by herman boone - tough  opinionated and as different from the beloved yoast as he could be  the two men learn to overcome their differences and turn a group of hostile young men into true champions ,0210945
will hunting  a janitor at mit  has a gift for mathematics but needs help from a psychologist to find direction in his life ,0119217
a supernatural tale set on death row in a southern prison  where gentle giant john coffey possesses the mysterious power to heal people s ailments  when the cellblock s head guard  paul edgecomb  recognizes coffey s miraculous gift  he tries desperately to help stave off the condemned man s execution ,0120689
an arrogant  high powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in  the case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room  the intensity builds when a surprise twist alters everyone s perception of the crime ,0117381
just after a bad breakup  charlie mackenzie falls for lovely butcher harriet michaels and introduces her to his parents  but  as voracious consumers of sensational tabloids  his parents soon come to suspect that harriet is actually a notorious serial killer     mrs  x     wanted in connection with a string of bizarre honeymoon killings  thinking his parents foolish  charlie proposes to harriet  but while on his honeymoon with her  he begins to fear they were right ,0108174
rudy grew up in a steel mill town where most people ended up working  but wanted to play football at notre dame instead  there were only a couple of problems  his grades were a little low  his athletic skills were poor  and he was only half the size of the other players  but he had the drive and the spirit of 5 people and has set his sights upon joining the team ,0108002
robin hood comes home after fighting in the crusades to learn that the noble king richard is in exile and that the despotic king john now rules england  with the help of the sheriff of rottingham  robin hood assembles a band of fellow patriots to do battle with king john and the sheriff ,0107977
in a remote woodland cabin  a small town doctor discovers nell   a beautiful young hermit woman with many secrets ,0110638
susan wants to work in television and will therefore do anything it takes  even if it means killing her husband  a very dark comedy from independent director gus van sant with a brilliant nicole kidman in the leading role ,0114681
in the year 2035  convict james cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth s population and forced the survivors into underground communities  but when cole is mistakenly sent to 1990 instead of 1996  he s arrested and locked up in a mental hospital  there he meets psychiatrist dr  kathryn railly  and patient jeffrey goines  the son of a famous virus expert  who may hold the key to the mysterious rogue group  the army of the 12 monkeys  thought to be responsible for unleashing the killer disease ,0114746
nathan algren is an american hired to instruct the japanese army in the ways of modern warfare  which finds him learning to respect the samurai and the honorable principles that rule them  pressed to destroy the samurai s way of life in the name of modernization and open trade  algren decides to become an ultimate warrior himself and to fight for their right to exist ,0325710
a young lawyer defends a black man accused of murdering two men who raped his 10 year old daughter  sparking a rebirth of the kkk ,0117913
martin blank is a freelance hitman who starts to develop a conscience  which causes him to muff a couple of routine assignments  on the advice of his secretary and his psychiatrist  he attends his 10th year high school reunion in grosse pointe  michigan ,0119229
it s christmas time and the griswolds are preparing for a family seasonal celebration  but things never run smoothly for clark  his wife ellen and their two kids  clark s continual bad luck is worsened by his obnoxious family guests  but he manages to keep going knowing that his christmas bonus is due soon ,0097958
hotshot washington lawyer  robert dean becomes a victim of high tech identity theft when a hacker slips an incriminating video into his pocket  soon  a rogue national security agent sets out to recover the tape - and destroy dean ,0120660
a touching story of an italian book seller of jewish ancestry who lives in his own little fairy tale  his creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during world war ii  while locked up he tries to convince his son that the whole thing is just a game ,0118799
two carefree pals traveling through alabama are mistakenly arrested  and charged with murder  fortunately  one of them has a cousin who s a lawyer   vincent gambini  a former auto mechanic from brooklyn who just passed his bar exam after his sixth try  when he arrives with his leather clad girlfriend   to try his first case  it s a real shock   for him and the deep south ,0104952
a widowed field mouse must move her family    including an ailing son    to escape a farmer s plow  aided by a crow and a pack of superintelligent  escaped lab rats  the brave mother struggles to transplant her home to firmer ground ,0084649
homicide detective john hobbes witnesses the execution of serial killer edgar reese  soon after the execution the killings start again  and they are very similar to reese s style ,0119099
in honor of his birthday  san francisco banker nicholas van orton  a financial genius and a coldhearted loner  receives an unusual present from his younger brother  conrad    a gift certificate to play a unique kind of game  in nearly a nanosecond  nicholas finds himself consumed by a dangerous set of ever changing rules  unable to distinguish where the charade ends and reality begins ,0119174
three detectives in the corrupt and brutal l a  police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all night diner ,0119488
when the government puts all its rotten criminal eggs in one airborne basket  it s asking for trouble  before you can say   pass the barf bag   the crooks control the plane  led by creepy cyrus  the virus  grissom  watching his every move is the just released cameron poe  who d rather reunite with his family ,0118880
general maximus  success in battle earns the favour of the roman empire s elderly emperor at the expense of the emperor s son  in a fit of jealous rage the son slays his father before turning his anger towards maximus  now reduced to a slave  and his family dead  maximus must fight as a gladiator to gain his freedom - and his revenge ,0172495
the bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child  she visits each of her former associates one by one  checking off the victims on her death list five until there s nothing left to do ... but kill bill ,0378194
derek vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into steal his truck  through his brother  danny vineyard s narration  we learn that before going to prison  derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout l a  and his actions greatly influenced danny  reformed and fresh out of prison  derek severs contact with the gang and becomes determined to keep danny from going down the same violent path as he did ,0120586
a juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer ,0313542
driven by tragedy  billionaire bruce wayne dedicates his life to uncovering and defeating the corruption that plagues his home  gotham city   unable to work within the system  he instead creates a new identity  a symbol of fear for the criminal underworld   the batman ,0372784
an epic love story centered around an older man who reads aloud to a woman with alzheimer s  from a faded notebook  the old man s words bring to life the story about a couple who is separated by world war ii  and is then passionately reunited  seven years later  after they have taken different paths ,0332280
 the motorcycle diaries  is based on the journals of che guevara  leader of the cuban revolution  in his memoirs  guevara recounts adventures he  and best friend alberto granado  had while crossing south america by motorcycle in the early 1950s ,0318462
welcome to sin city  this town beckons to the tough  the corrupt  the brokenhearted  some call it dark... hard boiled  then there are those who call it home -- crooked cops  sexy dames  desperate vigilantes  some are seeking revenge  others lust after redemption  and then there are those hoping for a little of both  a universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care ,0401792
years after the onset of the clone wars  the noble jedi knights lead a massive clone army into a galaxy wide battle against the separatists  when the sinister sith unveil a thousand year old plot to rule the galaxy  the republic crumbles and from its ashes rises the evil galactic empire  jedi hero anakin skywalker is seduced by the dark side of the force to become the emperor s new apprentice - darth vader  the jedi are decimated  as obi wan kenobi and jedi master yoda are forced into hiding  the only hope for the galaxy are anakin s own offspring - the twin children born in secrecy who will grow up to become heroes ,0121766
the middle eastern oil industry is the backdrop of this tense drama  which weaves together numerous story lines  bennett holiday is an american lawyer in charge of facilitating a dubious merger of oil companies  while bryan woodman  a switzerland based energy analyst  experiences both personal tragedy and opportunity during a visit with arabian royalty  meanwhile  veteran cia agent bob barnes uncovers an assassination plot with unsettling origins ,0365737
sarah huttinger s return home with her fiance convinces her that the sedate  proper  country club lifestyle of her family isn t for her - and that maybe the huttinger family isn t even hers - as she uncovers secrets that suggest the huttingers are neither sedate nor proper ,0398375
jake huard  from a shipbuilders family  promised his dying mother he ld make it to anapolis naval academy  thanks to tenaciously bugging a congressman  he s selected despite dubious grades  once inside  jake soon proves sub standard academically  constantly challenged to his limits  repeatedly made the  over cocky  reason for the entire class to suffer  jake nearly quits  but after facing his utterly un supportive father s gloating returns just in time  stubborn jake finds support withs mates as well as senor ali  his lover to be  and a discipline he may excel in  the  brigade  boxing tournament  open to all ranks ,0417433
state of the art security system creator  jack stanfield has cemented his reputation as a man who s thought of everything  but when a criminal finds a way into jack s personal life  everything jack holds dear is suddenly at stake ,0408345
tripp  an attractive man in his thirties  is still living with his parents al and sue  tripp s best friends demo and ace are also still living in their parents  homes and seem proud of it  al and sue are not happy  however  and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn t be happier with the result ,0427229
captivated by the lure of sudden wealth  the quiet rural lives of two brothers erupt into conflicts of greed  paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane  their simple plan to retain the money while avoiding detection opens a pandora s box when the fear of getting caught triggers panicked behavior and leads to virulent consequences,0120324
young shakespeare is forced to stage his latest comedy   romeo and ethel  the pirate s daughter   before it s even written  when a lovely noblewoman auditions for a role  they fall into forbidden love    and his play finds a new life  and title   as their relationship progresses  shakespeare s comedy soon transforms into tragedy ,0138097
based on the graphic novel by james jones  the thin red line tells the story of a group of men  an army rifle company called c for charlie  who change  suffer  and ultimately make essential discoveries about themselves during the fierce world war ii battle of guadalcanal  it follows their journey  from the surprise of an unopposed landing  through the bloody and exhausting battles that follow  to the ultimate departure of those who survived  a powerful frontline cast   including sean penn  nick nolte  woody harrelson and george clooney   explodes into action in this hauntingly realistic view of military and moral chaos in the pacific during world war ii ,0120863
with friends like these  who needs enemies  that s the question bad guy porter is left asking after his wife and partner steal his heist money and leave him for dead    or so they think  five months and an endless reservoir of bitterness later  porter s partners and the crooked cops on his tail learn how bad payback can be ,0120784
based on the true story of homer hickam  a coal miner s son who was inspired by the first sputnik launch to take up rocketry against his father s wishes  and eventually became a nasa scientist ,0132477
countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful mafia racketeer who suffers from panic attacks  when paul vitti needs help dealing with his role in the  family   unlucky shrink dr  ben sobel is given just days to resolve vitti s emotional crisis and turn him into a happy  well adjusted gangster ,0122933
the blue meanies take over pepperland  draining it of all its color and music  firing anti music missiles  bonking people with green apples  and turning the inhabitants to stone by way of the pointed finger of a giant blue glove  as the only survivor  the lord admiral escapes in the yellow submarine and goes to liverpool to enlist the help of the beatles ,0063823
a small suburban town receives a visit from a castaway unfinished science experiment named edward ,0099487
based on elizabeth von arnim s novel  four englishwomen rent an italian villa on holiday ,0101811
in director baz luhrmann s contemporary take on william shakespeare s classic tragedy  the montagues and capulets have moved their ongoing feud to the sweltering suburb of verona beach  where romeo and juliet fall in love and secretly wed  though the film is visually modern  the bard s dialogue remains ,0117509
a group of renegade marine commandos seizes a stockpile of chemical weapons and takes over alcatraz  with 81 tourists as hostages  their leader demands $100 million to be paid  as restitution to families of marines who died in covert ops - or he will launch 15 rockets carrying deadly vx gas into the san francisco bay area ,0117500
hamlet  prince of denmark  returns home to find his father murdered and his mother remarrying the murderer  his uncle  meanwhile  war is brewing ,0116477
the evil iago pretends to be friend of othello in order to manipulate him to serve his own end in the film version of this shakespeare classic ,0114057
good natured astronomer sam is devastated when the love of his life  linda  leaves him for a suave frenchman named anton  he therefore does what every other normal dumpee would do; go to new york and set up home in the abandoned building opposite his ex girlfriend s apartment  intent on winning her back and waiting until she decides to leave her current lover ,0118556
contact is a science fiction film about an encounter with alien intelligence  based on the novel by carl sagan the film starred jodie foster as the one chosen scientist who must make some difficult decisions between her beliefs  the truth  and reality ,0118884
a justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution  susan sarandon won an oscar for best female actress for her convincing portrayal of sister helen prejean ,0112818
pianist david helfgott  driven by his father and teachers  has a breakdown  years later he returns to the piano  to popular if not critical acclaim ,0117631
a unique 16th century woman  danielle possesses a love of books  and can easily quote from sir thomas more's utopia  an intriguing mix of tomboyish athleticism and physical beauty  she has more than enough charm to capture the heart of a prince     after beaning him with an apple ,0120631
a briefcase with undisclosed contents - sought by irish terrorists and the russian mob - makes its way into criminals  hands  an irish liaison assembles a squad of mercenaries  or  ronin   and gives them the thorny task of recovering the case ,0122690
fbi agent barney coopersmith is assigned to protect former mafia figure turned informant vincent antonelli  in the witness protection program one is supposed to keep a low profile  but that is something that antonelli has trouble doing  coopersmith certainly has his hands full keeping antonelli away from the mafia hitmen who want to stop him testifying  not to mention the nightclubs   ,0100212
gwyneth paltrow plays london publicist helen  effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment  love  romantic entanglements  deception  trust  friendship  comedy  all come into focus as the two stories shift back and forth  overlap and surprisingly converge ,0120148
jerry  a small town minnesota car salesman is bursting at the seams with debt    but he s got a plan  he s going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father in law  it s going to be a snap and nobody s going to get hurt    until people start dying  enter police chief marge  a coffee drinking  parka wearing   and extremely pregnant   investigator who ll stop at nothing to get her man  and if you think her small time investigative skills will give the crooks a run for their ransom    you betcha ,0116282
orphan mary katherine gallagher  an ugly duckling at st  monica high school  has a dream  to be kissed soulfully  she decides she can realize this dream if she becomes a superstar  so her prayers  her fantasies  and her conversations with her only friend focus on achieving super stardom ,0167427
ample teen tracy turnblad wants nothing more than to be on the hip local tv dance program   the corny collins show     and when her dream comes true  her lively moves and bubbly personality meet with unexpected popularity  but after witnessing firsthand the terrible state of race relations in 1960s baltimore  turnblad becomes an outspoken advocate for desegregation ,0095270
a remake of the 1959 film of the same name  a millionaire offers a group of diverse people $1 000 000 to spend the night in a haunted house with a horrifying past ,0185371
rookie cop  amelia donaghy reluctantly teams with lincoln rhyme - formerly the department s top homicide detective but now paralyzed as a result of a spinal injury - to catch a grisly serial killer dubbed  the bone collector   the murderer s special signature is to leave tantalizing clues based on the grim remains of his crimes ,0145681
bob and his friends dianne  rick and nadine have been drug addicts for years and live from one high to the next  gus van sant attempts to show an intimate look into the lives of heroin addicts with his film drugstore cowboy ,0097240
a woman framed for her husband s murder suspects he is still alive; as she has already been tried for the crime  she can t be re prosecuted if she finds and kills him ,0150377
a young woman with no strong religious beliefs  frankie paige begins having strange and violent experiences  showing signs of the wounds that jesus received when crucified  when the vatican gets word of frankie s situation  a high ranking cardinal requests that the rev  andrew kiernan investigate her case  soon kiernan realizes that very sinister forces are at work  and tries to rescue frankie from the entity that is plaguing her ,0145531
a vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood ,0112288
a cemetery man has the unusual problem of the dead rising from the grave  himself and his assistant must end these creatures  lives again after they are reborn  everything is going well until  she  comes along and stirs things up a bit ,0109592
for lieutenant pete  maverick  mitchell and his friend and co pilot nick  goose  bradshaw being accepted into an elite training school for fighter pilots is a dream come true   a tragedy  as well as personal demons  threaten pete s dreams of becoming an ace pilot ,0092099
a master thief coincidentally is robbing a house where a murder in which the president of the united states is involved occurs in front of his eyes  he is forced to run yet may hold evidence that could convict the president  a political thriller from and starring clint eastwood and based on a novel by david baldacci ,0118548
a  national geographic  film crew is taken hostage by an insane hunter  who takes them along on his quest to capture the world s largest   and deadliest   snake ,0118615
in this loose adaptation of shakespeare s  henry iv   mike waters  river phoenix  is a gay hustler afflicted with narcolepsy  scott favor  keanu reeves  is the rebellious son of a mayor  together  the two travel from portland  oregon to idaho and finally to the coast of italy in a quest to find mike s estranged mother  along the way they turn tricks for money and drugs  eventually attracting the attention of a wealthy benefactor and sexual deviant ,0102494
two hundred years after lt  ripley died  a group of scientists clone her  hoping to breed the ultimate weapon  but the new ripley is full of surprises ... as are the new aliens  ripley must team with a band of smugglers to keep the creatures from reaching earth ,0118583
a small mountain community in canada is devastated when a school bus accident leaves more than a dozen of its children dead  a big city lawyer arrives to help the survivors  and victims  families prepare a class action suit  but his efforts only seem to push the townspeople further apart  at the same time  one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage ,0120255
when astronaut spencer armacost returns to earth after a mission that nearly cost him his life  he decides to take a desk job in order to see his beautiful wife  jillian  more often  gradually  jillian notices that spencer s personality seems to have changed  but her concerns fade when she discovers that she s pregnant  as jillian grows closer to becoming a mother  her suspicions about spencer return  why does it seem as if he s a different person ,0138304
two hapless explorers lead an ill fated 1804 expedition through the pacific northwest in a hopeless  doomed effort to reach the pacific ocean before lewis and clark ,0119053
in ad 922  arab courtier  ahmad ibn fadlan accompanies a party of vikings to the barbaric north to combat a terror that slaughters vikings and devours their flesh ,0120657
now the world champion  rocky balboa is living in luxury and only fighting opponents who pose no threat to him in the ring  his lifestyle of wealth and idleness is shaken when a powerful young fighter known as clubber lang challenges him to a bout  after taking a pounding from lang  the humbled champ turns to former bitter rival apollo creed to help him regain his form for a rematch with lang ,0084602
a hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out of control train with a female railway worker while being pursued by the vengeful head of security ,0089941
in the final days of the pro apartheid government  bigoted policeman and assassin andries fourie is assigned an undercover job  his task is to pose as a political progressive to infiltrate the african national congress and assassinate one of the party's leaders ,0116506
with the help of a talking freeway billboard  a  wacky weatherman  tries to win the heart of an english newspaper reporter  who is struggling to make sense of the strange world of early 90s los angeles ,0102250
winner of the 2010 sundance film festival grand jury prize for a documentary  restrepo chronicles the deployment of a u s  platoon of courageous american soldiers in afghanistan s korengal valley  considered to be one of the most dangerous postings in the u s  military ,1559549
the true story of mountain climber aron ralston s remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in utah ,1542344
a hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong ,0780504
a documentary shot by filmmakers all over the world that serves as a time capsule to show future generations what it was like to be alive on the 24th of july  2010 ,1687247
following the death of district attorney harvey dent  batman assumes responsibility for dent s crimes to protect the late attorney s reputation and is subsequently hunted by the gotham city police department  eight years later  batman encounters the mysterious selina kyle and the villainous bane  a new terrorist leader who overwhelms gotham s finest  the dark knight resurfaces to protect a city that has branded him an enemy ,1345836
